,English,Greek
1243,"Justin Bieber: Taking Anger Management Classes, Not Doing Community Service ...","Justin Bieber: Κάνοντας μαθήματα διαχείρισης θυμού, χωρίς να κάνετε κοινοτική υπηρεσία ..."
1244,Thank you for the Competition pack received as part of the Reward and Recognition Scheme delighted,Σας ευχαριστούμε για το πακέτο Διαγωνισμού που λάβατε ως μέρος του Σχεδίου Επιβράβευσης και Αναγνώρισης
1245,"Photograph ? Yes, we are up for it Puppy Cute Pose delighted love Delhi india_gram rt","Φωτογραφία ; Ναι, είμαστε έτοιμοι για το Puppy Cute Pose με ενθουσιασμό αγάπη Δελχί india_gram rt"
1246,MY Adventure now an approved City & Guilds centre in our own right! delighted,Το MY Adventure τώρα είναι ένα εγκεκριμένο κέντρο City & Guilds από μόνο του! ευχαριστημένος
1247,I cannot find my copy of skyrim depressed,Δεν μπορώ να βρω το αντίγραφο του skyrim μου σε κατάθλιψη
1248,anorexia anorexic proana sadquote quote thin thin15 promia edprobs skinny depressed http:/¡­,ανορεξία ανορεξική προάνα θλιμμένη παράθεση λεπτή λεπτή15 promia edprobs κοκαλιάρικο κατάθλιψη http://¡
1249,This is my table window seat that I ordered online. 4th time in a row you have got it wrong. Fuming,Αυτό είναι το κάθισμα του τραπεζιού μου στο παράθυρο που παρήγγειλα μέσω Διαδικτύου. 4η συνεχόμενη φορά το έχεις κάνει λάθος. Ατμίζει
1250,party homie happy crazy moment drink licuor alcohol free wild friends kaoba music Quito ecuador,πάρτι homie χαρούμενη τρελή στιγμή πιείτε λικέρ αλκοόλ χωρίς άγριους φίλους kaoba μουσική Κίτο Εκουαδόρ
1251,"What if I find someone new, but still fall asleep to the thought of you. ??love peace deucesbitch depressed st¡­","Κι αν βρω κάποιον καινούργιο, αλλά παρόλα αυτά αποκοιμιέμαι στη σκέψη σου. ??αγαπώ την ειρήνη deucesbitch καταθλιπτική st¡"
1252,Jon threw a backflip and died donttalktome depressed,Ο Τζον έριξε μια οπισθοπορεία και πέθανε χωρίς να ακούγεται κατάθλιψη
1253,"""Time to go on a furious Korbel Bendah!"" The Boston Ranter.","""Ώρα να πάμε σε έναν εξαγριωμένο Korbel Bendah!"" The Boston Ranter."
1254,"I have not gotten these out since June 12th, 2013. 3rd & last suicide attempt. scary, but. I am so sad.. depressed","Δεν τα έχω βγάλει από τις 12 Ιουνίου 2013. 3η & τελευταία απόπειρα αυτοκτονίας. τρομακτικό, αλλά. Είμαι τόσο λυπημένος.. κατάθλιψη"
1255,"sometimes animals make our lives better. Hug You Are pet today, adopt 1 or love 1! They heal the soul! depressed sad","μερικές φορές τα ζώα κάνουν τη ζωή μας καλύτερη. Αγκαλιάστε το είστε κατοικίδιο σήμερα, υιοθετήστε 1 ή αγαπήστε το 1! Θεραπεύουν την ψυχή! κατάθλιψη λυπημένος"
1256,wild kitten spotted in blairstown nj ? TildeCam ?? IG > imaakim,Εντοπίστηκε άγριο γατάκι στο blairstown nj; TildeCam ?? IG > ιμαακίμ
1257,Raynniere Makepeace on itunes ugh pain insomnia emoboy relapse depression anorex¡­,Raynniere Makepeace στο itunes ugh πόνος αϋπνία emoboy υποτροπή κατάθλιψη ανορεξία¡
1258,Prayers JesusSaves NoOtherName Overcomer TeamJesus GodsNotDead addiction cancer disease pain depression ??,Προσευχές Jesus Saves NoOtherName Ομάδα υπερνίκης Ιησούς ΘεοίΌχι νεκροί εθισμός καρκίνος ασθένεια πόνος κατάθλιψη ??
1259,Invisible Scars. The tongue has no bones but is strong enough to break a depression,Αόρατες ουλές. Η γλώσσα δεν έχει κόκαλα αλλά είναι αρκετά δυνατή για να σπάσει μια κατάθλιψη
1260,anger pictures brandon/jeff lovelife justworkup hhahahahaa,εικόνες θυμού brandon/jeff lovelife justworkup χαχαχαχαα
1261,At -- Seine paris gloomy beautiful nofilter seine,Στο -- Σηκουάνας Παρίσι ζοφερό όμορφο nofilter γρι
1262,A Compassionate Soul holds the gate open for others to see the Light that Beacons within their own Heart??,Μια συμπονετική ψυχή κρατά την πύλη ανοιχτή για να δουν οι άλλοι το Φως που Φάρος μέσα στην Καρδιά τους;
1263,"cry as much as you want to,but make sure when you're finished,you never cry again love smile czechgirl broken","κλάψε όσο θέλεις, αλλά φρόντισε όταν τελειώσεις, δεν θα ξανακλάψεις ποτέ αγάπη χαμόγελο Τσεχία σπασμένη"
1264,You are allowed to terminate toxic relationships. itsonus You are allowe depression,Επιτρέπεται να τερματίσετε τοξικές σχέσεις. itonus Είστε επιτρεπτή κατάθλιψη
1265,Simple & Unique bracelets handmade fashion girl lady animal wild craft gift ebayworld,Απλά & Μοναδικά βραχιόλια χειροποίητα fashion girl lady animal wild craft δώρο ebayworld
1266,Courage. She realized her courage was standing right in front of her. So depression,Θάρρος. Κατάλαβε ότι το θάρρος της στεκόταν ακριβώς μπροστά της. Κατάθλιψη λοιπόν
1267,"There is no value in comparisons. If you took the strengths of others, an depression","Δεν υπάρχει καμία αξία στις συγκρίσεις. Αν πήρες τις δυνάμεις των άλλων, μια κατάθλιψη"
1268,Super Cool spoonies rule! Sending Hugs and Love! Spoonie Lupus Fibro ChronicPain Depression PTSD Aspergers,Ο κανόνας των Super Cool κουταλιών! Στέλνοντας Αγκαλιές και Αγάπη! Spoonie Lupus Fibro ChronicPain Depression PTSD Aspergers
1269,"Who are you missing? In French, you do not really say ""I miss you"". You sa depression","Ποιος σου λείπει; Στα γαλλικά, δεν λες πραγματικά «μου λείπεις». Έχεις κατάθλιψη"
1270,Treating Teen Depression with AntiDepressants -,Αντιμετώπιση της κατάθλιψης των εφήβων με αντικαταθλιπτικά -
1271,Do you trust your intuition? The quirky urge? A funny feeling? That littl depression,Εμπιστεύεστε τη διαίσθησή σας; Η ιδιόρρυθμη παρόρμηση; Ένα αστείο συναίσθημα; Αυτή η μικρή κατάθλιψη
1272,Not everyone who is struggling weighs 80lbs....anorexia thinspo skinny sad depression,Δεν ζυγίζουν όλοι όσοι παλεύουν 80 κιλά... ανορεξία λεπτή κοκαλιάρικο θλιβερή κατάθλιψη
1273,since when was manager of Confused,από πότε ήταν διευθυντής του Confused
1274,"""Desolate"" by pvallet67 - D810 France Graffiti","""Desolate"" του pvallet67 - D810 France Graffiti"
1275,"sample I collected on farm, this colostrum had been left out for 1.5 hours grim","δείγμα που συνέλεξα στο αγρόκτημα, αυτό το πρωτόγαλα είχε μείνει έξω για 1,5 ώρα σκοτεινό"
1276,another hidden spot streetart street streetphoto streetphotography graffiti bridge hidden decay desolate ¡­,άλλο ένα κρυφό σημείο streetart streetphoto streetphotography γκράφιτι γέφυρα κρυφή αποσύνθεση έρημη ¡
1277,"Found another photo, not mine of my favorite food! The sunset fades over the desolate winter iowa cornfield ¡­","Βρήκα μια άλλη φωτογραφία, όχι τη δική μου από το αγαπημένο μου φαγητό! Το ηλιοβασίλεμα σβήνει πάνω από το έρημο χειμερινό καλαμπόκι της Αϊόβα ¡"
1278,"Yes, they just happened to be papped eating this crap ice cream! Of course they did! desperate","Ναι, απλά έτυχε να φαγωθούν τρώγοντας αυτό το χάλια παγωτό! Φυσικά και το έκαναν! απελπισμένος"
1279,it got here today and you were worried it be around here for ValentinesDay,έφτασε εδώ σήμερα και ανησυχούσατε ότι θα ήταν εδώ για την Ημέρα του Αγίου Βαλεντίνου
1280,you do wear a hella lotta gold and silver though confusion,φοράς χρυσό και ασήμι hella lotta αν και σε σύγχυση
1281,He is single and looking for a Sadie's date desperate,Είναι ελεύθερος και ψάχνει για ραντεβού με μια Sadie απελπισμένος
1282,broken gradient noedges eleven grain,σπασμένες γωνίες κλίσης έντεκα κόκκους
1283,Please anyone SLIDE INTO MY DMS DESPERATE SINGLE ITSBEEN2LONG,Παρακαλώ οποιοσδήποτε ΠΑΡΑΔΕΙΞΕΙ ΣΤΟ DMS ΜΟΥ DESPERATE SINGLE ITSBEEN2LONG
1284,worried avfc utv,ανήσυχο avfc utv
1285,So this happened... ???? seafood lochfynne lobster destroyed shellfish toomuchloveforfood,Έγινε λοιπόν αυτό... ???? θαλασσινά lochfynne αστακός κατέστρεψε τα οστρακοειδή toomuchloveforfood
1286,Nada de novo. Tudo j¨¢ foi visto muito por a¨ª. Mas ainda t?o atual. Adoro?? valentino shoes destroyed jeans de¡­,Τίποτα καινούργιο. Όλα έχουν ήδη δει πολλά γύρω. Αλλά ακόμα τόσο επίκαιρο. Λατρεύω?? παπούτσια βαλεντίνο κατεστραμμένα τζιν de¡
1287,"DEVASTATED ¡°BREAKING: Jon Stewart is retiring from 'The Daily Show,' Comedy Central says","ΚΑΤΑΣΤΡΑΦΗΜΕΝΟ ¡°ΣΥΓΚΡΟΤΗΜΑ: Ο Jon Stewart αποσύρεται από το ""The Daily Show"", λέει το Comedy Central"
1288,I just explained the difference between the book ending & movie ending of The Horse Whisperer. devastated sadcat,Μόλις εξήγησα τη διαφορά μεταξύ του τέλους του βιβλίου και του τέλους της ταινίας του The Horse Whisperer. συντετριμμένος λυπημένος
1289,Devastated last winter ¨C whatever happened to the flooded businesses?,Κατεστραμμένοι τον περασμένο χειμώνα ¨C τι έγινε με τις πλημμυρισμένες επιχειρήσεις;
1290,Whaaaaa? devastated ? Andrew Garfield dropped from Spider-Man films:,Χααααα; κατεστραμμένο; Ο Andrew Garfield αποχώρησε από τις ταινίες του Spider-Man:
1291,Boom. So. Flippin. Pumped. Devoted,Κεραία. Ετσι. Flippin. Αντλείται. Αφιερωμένος
1292,Me-ow! Up till the wee hours finishing this off¡­ way past my bedtime! Devoted PenArt Colour knackered,Νιάου! Μέχρι τις πρώτες πρωινές ώρες τελειώνω με αυτόν τον τρόπο πέρα ​​από την ώρα του ύπνου μου! Αφοσιωμένο PenArt Color knackered
1293,"you belong to God. Always try to do what is right,be devoted to God, & have faith, Have a Blessed Monday","ανήκεις στον Θεό. Προσπαθήστε πάντα να κάνετε ό,τι είναι σωστό, να είστε αφοσιωμένοι στον Θεό και να έχετε πίστη, να έχετε μια ευλογημένη Δευτέρα"
1294,Nothin but the pastel sky hangin over you and I theOriginalGradient cottoncandy sky bright happiness,Τίποτα άλλο παρά ο παστέλ ουρανός κρέμεται από πάνω σου και εγώ theOriginalGradient cottoncandy ουρανό φωτεινή ευτυχία
